experiment,display_name,n,seeds,precision_mean,precision_std,precision_mean_percent,precision_std_percent,recall_mean,recall_std,recall_mean_percent,recall_std_percent,mAP50_mean,mAP50_std,mAP50_mean_percent,mAP50_std_percent,mAP50-95_mean,mAP50-95_std,mAP50-95_mean_percent,mAP50-95_std_percent
rtdetr,RT-DETR-L,3,"[42, 3407, 2026]",0.9033065009239399,0.002644947313819472,90.330650092394,0.26449473138194723,0.8750315744218206,0.004039664816815989,87.50315744218206,0.40396648168159893,0.9041616795368129,0.001830287933960877,90.4161679536813,0.1830287933960877,0.6948239453894407,0.005565875187311978,69.48239453894406,0.5565875187311978
yolov8,YOLOv8-L,3,"[42, 3407, 2026]",0.907281923346212,0.004619760105635698,90.7281923346212,0.4619760105635698,0.8812925967397015,0.0024656128343454524,88.12925967397015,0.24656128343454523,0.9121977897002302,0.00187618869420232,91.21977897002303,0.187618869420232,0.7474074742900266,0.0016075543031589374,74.74074742900267,0.16075543031589373
yolo26,YOLO26-L,3,"[42, 3407, 2026]",0.9010107255793345,0.013134587753715234,90.10107255793345,1.3134587753715234,0.864469896712711,0.00771354508501047,86.4469896712711,0.7713545085010469,0.9052642544191976,0.0020354485687955636,90.52642544191976,0.20354485687955637,0.7110795569798345,0.010489889458104256,71.10795569798344,1.0489889458104256
